"Country","Date","Number","c1_c2","c3_c4","c5_c6_c7","c8","h2_h3_h6","h7"
"France","2020-04-21",2050,1,1,1,1,0,0
"France","2020-04-22",2638,1,1,1,1,0,0
"France","2020-04-23",1810,1,1,1,1,0,0
"France","2020-04-24",1623,1,1,1,1,0,0
"France","2020-04-25",1755,1,1,1,1,0,0
"France","2020-04-26",1537,1,1,1,1,0,0
"France","2020-04-27",404,1,1,1,1,0,0
"France","2020-04-28",1160,1,1,1,1,0,0
"France","2020-04-29",1025,1,1,1,1,0,0
"France","2020-04-30",1601,1,1,1,1,0,0
"France","2020-05-01",1055,1,1,1,1,0,0
"France","2020-05-02",601,1,1,1,1,0,0
"France","2020-05-03",736,1,1,1,1,0,0
"France","2020-05-04",250,1,1,1,1,0,0
"France","2020-05-05",534,1,1,1,1,0,0
"France","2020-05-06",1050,1,1,1,1,0,0
"France","2020-05-07",4176,1,1,1,1,0,0
"France","2020-05-08",512,1,1,1,1,0,0
"France","2020-05-09",598,1,1,1,1,0,0
"France","2020-05-10",430,1,1,1,1,0,0
"France","2020-05-11",65,0,1,1,1,0,0
"France","2020-05-12",418,0,1,1,1,0,0
"France","2020-05-13",670,0,1,1,1,0,0
"France","2020-05-14",448,0,1,1,1,0,0
"France","2020-05-15",543,0,1,1,1,0,0
"France","2020-05-16",494,0,1,1,1,0,0
"France","2020-05-17",362,0,1,1,1,0,0
"France","2020-05-18",28,0,1,1,1,0,0
"France","2020-05-19",461,0,1,1,1,0,0
"France","2020-05-20",462,0,1,1,1,0,0
"France","2020-05-21",353,0,1,1,1,0,0
"France","2020-05-22",278,0,1,1,1,0,0
"France","2020-05-23",359,0,1,1,1,0,0
"France","2020-05-24",224,0,1,1,1,0,0
"France","2020-05-25",31,0,1,1,1,0,0
"France","2020-05-26",278,0,1,1,1,0,0
"France","2020-05-27",222,0,1,1,1,0,0
"France","2020-05-28",148,0,1,1,1,0,0
"France","2020-05-29",3270,0,1,1,1,0,0
"France","2020-05-30",535,0,1,1,1,0,0
"France","2020-05-31",1779,0,1,1,1,0,0
"France","2020-06-01",88,0,1,1,1,0,0
"France","2020-06-02",251,0,1,1,1,0,0
"France","2020-06-03",766,0,1,1,1,0,0
"France","2020-06-04",254,0,1,1,1,0,0
"France","2020-06-05",678,0,1,1,1,0,0
"France","2020-06-06",554,0,1,1,1,0,0
"France","2020-06-07",527,0,1,1,1,0,0
"France","2020-06-08",293,0,1,1,1,0,0
"France","2020-06-09",98,0,1,1,1,0,0
"France","2020-06-10",335,0,1,1,1,0,0
"France","2020-06-11",417,0,1,1,1,0,0
"France","2020-06-12",338,0,1,1,1,0,0
"France","2020-06-13",564,0,1,1,1,0,0
"France","2020-06-14",393,0,1,1,1,0,0
"France","2020-06-15",307,0,1,1,1,0,0
"France","2020-06-16",52,0,1,1,1,0,0
"France","2020-06-17",226,0,1,1,1,0,0
"France","2020-06-18",311,0,1,1,1,0,0
